dfl12,dfl12bis,credit,debit,account_1,relationship,account_2,date,librae,solidi,denarii,lsd,tr_type,notes
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,13,9,6,13.9.6,,For a protest against a debt from 17 January 1588 concerning the city.
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,2,12,2,2.12.2,,Roelant Paulet for work that he did in the above lawsuit with the city of Antwerp about the hoeve of Wilryck. Not totally sure about the amount.
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,37,3,4,37.3.4,,Rent at Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941204,5,17,6,5.17.6,,Payment to Huybrecht Waelrans for a process deriving from issue of rente in the hoeve tot Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,12,0,0.12.0,,For copies of protest made by Daniel van der Meulen
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,16,1,0.16.1,,Paid to Roelant Paulet the lawyer
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,5,0,0.5.0,,To the poor
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,0,8,8,0.8.8,,For two copies of a protest made by Jacques
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,1,4,0,1.4.0,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,1,9,4.5,1.9.4 1/2,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,14,16,2,14.16.2,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,16,13,4,16.13.4,,To Henric Weens for his trouble in the same compromise and arbitration
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,16,13,4,16.13.4,,To Henrik van Uffelen through the order of Robert van Eeckeren because Jan and Jacques sought to make a state of the sterfhuis
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,16,13,4,16.13.4,,For payment of a loan
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,2,0,0,2.0.0,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,2,10,0,2.10.0,,
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,20,4,2,20.4.2,,To Otto Hartius for his work in 'adviseren ende resolveren' of the compromise with Jan over the sterfhuis done at the house of Marten
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,4,0,0,4.0.0,,For trip from London to Antwerp of a person with news that Jacques had taken the cassa from the house of Thomas Coteels
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,4,5,0,4.5.0,,Dealing with MArgreit Hoogersteyn and something from 1573
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,5,0,0,5.0.0,,To the lawyer s'Hertogen for his troubles in the compromise and arbitration dealing with Marten
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,50,0,0,50.0.0,,For a house in Brussels
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,50,0,0,50.0.0,,To Margriet Struyck for 3 years at the hoeve at Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,74,6,8,74.6.8,,Two years rent for the hoeve at Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941213,78,18,10,78.18.10,,Hoeve tot Wilryck
NA,123,dfl12_002,dfl12_444,Oncosten van d'erffgenaemen of Jan de Oude_1,debtor,Cassa,15941220,7,6,8,7.6.8,,"For the payment by Jan Noirot on 4 March 1585 to Lieven van Rockeghem for diverse 'protesten, procuratien, ende andere schryven by hem gemaect inden sacken des sterffhuys’"
NA,124,dfl12_210,dfl12_445,Winninge ende verlies_2,debtor,Florette syde nieuw rekening,15840222,169,0,0,169.0.0,,
NA,124,dfl12_209,dfl12_445,Winninge ende verlies_2,debtor,Fyn syde nieuw rekeninge,15840222,757,3,5,757.3.5,,
NA,124,dfl12_179,dfl12_445,Winninge ende verlies_2,debtor,Piat della Faille,15840222,80,0,0,80.0.0,,
NA,124,dfl12_445,dfl12_142,Winninge ende verlies_2,creditor,Henrick Vool,15840327,0,0,1,0.0.1,Accounting,To close the account
NA,124,dfl12_445,dfl12_307,Winninge ende verlies_2,creditor,Jan de Backere,15840327,0,0,10,0.0.10,Accounting,To close the account
NA,124,dfl12_445,dfl12_002,Winninge ende verlies_2,creditor,Cassa,15840327,0,1,0,0.1.0,,
NA,124,dfl12_445,dfl12_320,Winninge ende verlies_2,creditor,Luis Cutsini_2,15840327,0,10,0,0.10.0,Accounting,To close the account
NA,124,dfl12_445,dfl12_002,Winninge ende verlies_2,creditor,Cassa,15840327,0,3,0,0.3.0,Accounting,
NA,124,dfl12_445,dfl12_274,Winninge ende verlies_2,creditor,Gillis Bontenaken,15840327,0,4,0,0.4.0,Accounting,To close the account
NA,124,dfl12_445,dfl12_095,Winninge ende verlies_2,creditor,Florette syde,15840327,10,0,0,10.0.0,Accounting,Accounting error
NA,124,dfl12_445,dfl12_147,Winninge ende verlies_2,creditor,Turcxe camelotten in company with Jan de Wale,15840327,3,11,11,3.11.11,Accounting,To close the account
NA,124,dfl12_445,dfl12_116,Winninge ende verlies_2,creditor,Carseyen overhoop,15840327,67,8,3,67.8.3,Accounting,To close the account
NA,124,dfl12_039,dfl12_445,Winninge ende verlies_2,debtor,Joos de Voghele_1,15840330,0,0,1,0.0.1,,
NA,124,dfl12_041,dfl12_445,Winninge ende verlies_2,debtor,Joos de Voghele_2,15840330,0,6,0,0.6.0,,
NA,124,dfl12_255,dfl12_445,Winninge ende verlies_2,debtor,Maria Volders,15840330,3,6,2,3.6.2,,
NA,124,dfl12_111,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice,15840330,9,16,11,9.16.11,,
NA,124,dfl12_002,dfl12_445,Winninge ende verlies_2,debtor,Cassa,15841017,4,4,6,4.4.6,,
NA,124,dfl12_445,dfl12_181,Winninge ende verlies_2,creditor,Voyagie van Venice nieuwe rekening,15850128,0,0,1,0.0.1,Accounting,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15850128,1,1,8,1.1.8,,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15850128,100,0,0,100.0.0,,Payment to Jan de Wale
NA,124,dfl12_110,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Verona,15850128,53,4,4,53.4.4,,
NA,124,dfl12_282,dfl12_445,Winninge ende verlies_2,debtor,D'erffgenaemen van Gilles Hasebaert ende Magdalena du Boys,15850128,7,15,3,7.15.3,Interest,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15850128,84,11,4,84.11.4,,
NA,124,dfl12_445,dfl12_112,Winninge ende verlies_2,creditor,Voyagie van London,15940905,1303,3,3,1303.3.3,Accounting,For the amount advanced in the wissel to the Voyagie van London and in order to close this account the following sum is placed as credit to Winninge ende verlies
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15940905,155,8,4,155.8.4,,
NA,124,dfl12_112,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van London,15940905,235,5,3,235.5.3,,
NA,124,dfl12_445,dfl12_112,Winninge ende verlies_2,creditor,Voyagie van London,15940905,235,5,3,235.5.3,,
NA,124,dfl12_445,dfl12_112,Winninge ende verlies_2,creditor,Voyagie van London,15940905,31,0,0,31.0.0,,
NA,124,dfl12_181,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Venice nieuwe rekening,15940905,690,10,8,690.10.8,,
NA,124,dfl12_445,dfl12_477,Winninge ende verlies_2,creditor,Voyagie van London nieuwe rekening,15940907,1221,6,1,1221.6.1,,
NA,124,dfl12_002,dfl12_445,Winninge ende verlies_2,debtor,Cassa,15940914,7,10,10,7.10.10,,
NA,124,dfl12_192,dfl12_445,Winninge ende verlies_2,debtor,Godefrido Houtappel,15940915,0,0,1,0.0.1,Accounting,To close the account
NA,124,dfl12_445,dfl12_201,Winninge ende verlies_2,creditor,Fernando Ximenez and the heirs of Ruy Nunez,15940915,0,0,1,0.0.1,Accounting,
NA,124,dfl12_064,dfl12_445,Winninge ende verlies_2,debtor,Hilaria della Faille_1,15940915,0,0,10,0.0.10,,The account for Hilaria della Faille is confusing on this. It seems that she had £0.0.10 written on her account as both credit and debit.
NA,124,dfl12_445,dfl12_064,Winninge ende verlies_2,creditor,Hilaria della Faille_1,15940915,0,0,10,0.0.10,,The account for Hilaria della Faille is confusing on this. It seems that she had £0.0.10 written on her account as both credit and debit.
NA,124,dfl12_445,dfl12_133,Winninge ende verlies_2,creditor,Gaspar Rouelasca_1,15940915,0,0,7,0.0.7,,
NA,124,dfl12_445,dfl12_329,Winninge ende verlies_2,creditor,Walran Helbau,15940915,0,8,4,0.8.4,,
NA,124,dfl12_445,dfl12_214,Winninge ende verlies_2,creditor,Camelotten in company with Jan de Wale,15940915,136,10,1,136.10.1,,
NA,124,dfl12_079,dfl12_445,Winninge ende verlies_2,debtor,Anthoni Peeterss van Brussel,15940915,14,17,5,14.17.5,Accounting,To close the account
NA,124,dfl12_071,dfl12_445,Winninge ende verlies_2,debtor,Willem Mourcock,15940915,15,10,0,15.10.0,Accounting,To close the account
NA,124,dfl12_110,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van Verona,15940915,154,10,0,154.10.0,,Bad debts from the branch of Venice
NA,124,dfl12_202,dfl12_445,Winninge ende verlies_2,debtor,Gallen de Soria,15940915,179,10,10,179.10.10,Losses,
NA,124,dfl12_048,dfl12_445,Winninge ende verlies_2,debtor,Lynwaet in the company of Willem van den Mey,15940915,2,10,4,2.10.4,Losses,
NA,124,dfl12_445,dfl12_477,Winninge ende verlies_2,creditor,Voyagie van London nieuwe rekening,15940915,205,5,3,205.5.3,,
NA,124,dfl12_051,dfl12_445,Winninge ende verlies_2,debtor,Rigo Minauw,15940915,21,19,2,21.19.2,Accounting,To close the account
NA,124,dfl12_209,dfl12_445,Winninge ende verlies_2,debtor,Fyn syde nieuw rekeninge,15940915,210,1,1,210.1.1,Losses,
NA,124,dfl12_199,dfl12_445,Winninge ende verlies_2,debtor,Peeter della Faille Peterssen,15940915,22,0,0,22.0.0,,
NA,124,dfl12_445,dfl12_042,Winninge ende verlies_2,creditor,Fyn rouwe syde,15940915,222,3,8,222.3.8,,
NA,124,dfl12_477,dfl12_445,Winninge ende verlies_2,debtor,Voyagie van London nieuwe rekening,15940915,25,3,3,25.3.3,,
NA,124,dfl12_215,dfl12_445,Winninge ende verlies_2,debtor,Camelotten overhoop nieuw rekeninge,15940915,296,4,6,296.4.6,Losses,
NA,124,dfl12_085,dfl12_445,Winninge ende verlies_2,debtor,Christalyne spiegels,15940915,31,7,5,31.7.5,Losses,
NA,124,dfl12_445,dfl12_110,Winninge ende verlies_2,creditor,Voyagie van Verona,15940915,322,0,7,322.0.7,,
NA,124,dfl12_068,dfl12_445,Winninge ende verlies_2,debtor,Napelse Syde,15940915,35,1,2,35.1.2,Losses,
NA,124,dfl12_211,dfl12_445,Winninge ende verlies_2,debtor,Ardasse syde ende cleyn foullie nieuw rekeninge,15940915,39,16,5,39.16.5,Losses,
NA,124,dfl12_445,dfl12_110,Winninge ende verlies_2,creditor,Voyagie van Verona,15940915,43,18,5,43.18.5,,
NA,124,dfl12_445,dfl12_110,Winninge ende verlies_2,creditor,Voyagie van Verona,15940915,441,9,6.5,441.9.6 1/2,,
NA,124,dfl12_445,dfl12_210,Winninge ende verlies_2,creditor,Florette syde nieuw rekening,15940915,565,14,9,565.14.9,,
NA,124,dfl12_445,dfl12_040,Winninge ende verlies_2,creditor,Lynwaeten for the rekening of Hilaria della Faille and Hester van Eeckeren,15940915,69,7,7,69.7.7,,
NA,124,dfl12_282,dfl12_445,Winninge ende verlies_2,debtor,D'erffgenaemen van Gilles Hasebaert ende Magdalena du Boys,15940915,77,12,6,77.12.6,Interest,
NA,124,dfl12_065,dfl12_445,Winninge ende verlies_2,debtor,Lynwaeten,15940915,83,1,10,83.1.10,Losses,
NA,124,dfl12_002,dfl12_445,Winninge ende verlies_2,debtor,Cassa,15940920,19,2,11,19.2.11,,
NA,124,dfl12_445,dfl12_317,Winninge ende verlies_2,creditor,Oswaldus Cleynhaus ende company,15940920,33,9,11,33.9.11,,
NA,124,dfl12_466,dfl12_445,Winninge ende verlies_2,debtor,Mauritio Lanfranchi and Fabio Augustini_3,15940930,0,0,2,0.0.2,Accounting,"To close the account. This is an error in calculation, because it should be £0.0.5 to close the account."
NA,124,dfl12_445,dfl12_474,Winninge ende verlies_2,creditor,Engelse wolle,15940930,104,10,10,104.10.10,Accounting,To close the account
NA,124,dfl12_445,dfl12_477,Winninge ende verlies_2,creditor,Voyagie van London nieuwe rekening,15940930,229,5,5,229.5.5,,
NA,124,dfl12_445,dfl12_098,Winninge ende verlies_2,creditor,Oncosten van coopmansschappen,15940930,300,0,0,300.0.0,Accounting,To close the account
NA,124,dfl12_445,dfl12_268,Winninge ende verlies_2,creditor,Oncosten van conduitten,15940930,89,3,3,89.3.3,Accounting,To close the account
NA,124,dfl12_445,dfl12_477,Winninge ende verlies_2,creditor,Voyagie van London nieuwe rekening,15940930,99,13,0,99.13.0,,
NA,126,dfl12_447,dfl12_002,Gaspar Tradeler,creditor,Cassa,15840206,196,7,1,196.7.1,Wissel,
NA,126,dfl12_447,dfl12_002,Gaspar Tradeler,creditor,Cassa,15840925,280,14,7,280.14.7,Wissel,
NA,127,dfl12_448,dfl12_450,Thomas Hese,creditor,Pauwels Ratan,15840429,159,10,0,159.10.0,Wissel,
NA,127,dfl12_448,dfl12_002,Thomas Hese,creditor,Cassa,15940915,33,16,10,33.16.10,,
NA,128,dfl12_449,dfl12_002,Lodewyck Blommaert_3,creditor,Cassa,15840615,134,2,7,134.2.7,Wissel,
NA,129,dfl12_450,dfl12_002,Pauwels Ratan,creditor,Cassa,15841116,159,10,0,159.10.0,Wissel,Received from Sevaes Hekelaer and Jan della Faille
NA,130,dfl12_451,dfl12_002,Louis Alvares Caldera,creditor,Cassa,15840623,312,2,3,312.2.3,Wissel,
NA,131,dfl12_452,dfl12_002,Bembo Rodriguez de Serpa,creditor,Cassa,15840621,79,8,7,79.8.7,Wissel,Received from Simon Rodrigues
NA,132,dfl12_453,dfl12_454,Grossgrains,creditor,Camerycx doek,15840516,204,8,0,204.8.0,,
NA,134,dfl12_002,dfl12_455,Huys in the Merckgraveley,debtor,Cassa,15840523,17,7,10,17.7.10,,
NA,135,dfl12_002,dfl12_456,Marten della Faille_sororal_2,debtor,Cassa,15840730,400,0,0,400.0.0,,
NA,135,dfl12_002,dfl12_456,Marten della Faille_sororal_2,debtor,Cassa,15840804,136,0,0,136.0.0,,
NA,135,dfl12_002,dfl12_456,Marten della Faille_sororal_2,debtor,Cassa,15840920,190,0,0,190.0.0,,
NA,135,dfl12_456,dfl12_350,Marten della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,136,dfl12_457,dfl12_002,Jan Gaultier and Geeraert Hemaert_3,creditor,Cassa,15840605,129,3,0,129.3.0,Wissel,
NA,137,dfl12_458,dfl12_002,Arnout van Eede,creditor,Cassa,15840617,406,5,0,406.5.0,Wissel,
NA,138,dfl12_002,dfl12_459,Jan della Faille_sororal_2,debtor,Cassa,15840814,536,0,0,536.0.0,,
NA,138,dfl12_002,dfl12_459,Jan della Faille_sororal_2,debtor,Cassa,15840920,190,0,0,190.0.0,,
NA,138,dfl12_459,dfl12_350,Jan della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,139,dfl12_002,dfl12_460,Carlo della Faille_sororal_2,debtor,Cassa,15840613,400,0,0,400.0.0,,
NA,139,dfl12_002,dfl12_460,Carlo della Faille_sororal_2,debtor,Cassa,15840709,100,0,0,100.0.0,,
NA,139,dfl12_002,dfl12_460,Carlo della Faille_sororal_2,debtor,Cassa,15840814,36,0,0,36.0.0,,
NA,139,dfl12_460,dfl12_350,Carlo della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,139,dfl12_002,dfl12_460,Carlo della Faille_sororal_2,debtor,Cassa,15841227,190,0,0,190.0.0,,
NA,140,dfl12_002,dfl12_461,D'erffgenaemen van Maria della Faille_sororal_2,debtor,Cassa,15840514,282,14,3,282.14.3,,
NA,140,dfl12_002,dfl12_461,D'erffgenaemen van Maria della Faille_sororal_2,debtor,Cassa,15841025,443,5,9,443.5.9,,
NA,140,dfl12_461,dfl12_350,D'erffgenaemen van Maria della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,141,dfl12_002,dfl12_462,Jacques della Faille_sororal_2,debtor,Cassa,15840613,300,0,0,300.0.0,,
NA,141,dfl12_002,dfl12_462,Jacques della Faille_sororal_2,debtor,Cassa,15840717,100,0,0,100.0.0,,
NA,141,dfl12_002,dfl12_462,Jacques della Faille_sororal_2,debtor,Cassa,15840814,136,0,0,136.0.0,,
NA,141,dfl12_002,dfl12_462,Jacques della Faille_sororal_2,debtor,Cassa,15840920,190,0,0,190.0.0,,
NA,141,dfl12_462,dfl12_350,Jacques della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,142,dfl12_002,dfl12_463,Anna della Faille_sororal_2,debtor,Cassa,15840604,400,0,0,400.0.0,,
NA,142,dfl12_002,dfl12_463,Anna della Faille_sororal_2,debtor,Cassa,15840814,136,0,0,136.0.0,,
NA,142,dfl12_002,dfl12_463,Anna della Faille_sororal_2,debtor,Cassa,15840920,190,0,0,190.0.0,,
NA,142,dfl12_463,dfl12_350,Anna della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,143,dfl12_002,dfl12_464,Steven della Faille_sororal_2,debtor,Cassa,15840614,400,0,0,400.0.0,,
NA,143,dfl12_002,dfl12_464,Steven della Faille_sororal_2,debtor,Cassa,15840814,136,0,0,136.0.0,,
NA,143,dfl12_002,dfl12_464,Steven della Faille_sororal_2,debtor,Cassa,15840920,190,0,0,190.0.0,,
NA,143,dfl12_464,dfl12_350,Steven della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,144,dfl12_002,dfl12_465,Hester della Faille_sororal_2,debtor,Cassa,15840614,400,0,0,400.0.0,,
NA,144,dfl12_002,dfl12_465,Hester della Faille_sororal_2,debtor,Cassa,15840814,136,0,0,136.0.0,,
NA,144,dfl12_002,dfl12_465,Hester della Faille_sororal_2,debtor,Cassa,15840920,190,0,0,190.0.0,,
NA,144,dfl12_465,dfl12_350,Hester della Faille_sororal_2,creditor,Capitael van Cornelia della Faille,15841128,726,0,0,726.0.0,,Clear account
NA,145,dfl12_466,dfl12_002,Mauritio Lanfranchi and Fabio Augustini_3,creditor,Cassa,15840811,170,16,8,170.16.8,Wissel,
NA,145,dfl12_466,dfl12_002,Mauritio Lanfranchi and Fabio Augustini_3,creditor,Cassa,15840907,699,13,4,699.13.4,Wissel,
NA,145,dfl12_466,dfl12_002,Mauritio Lanfranchi and Fabio Augustini_3,creditor,Cassa,15841129,147,18,4,147.18.4,Wissel,
NA,146,dfl12_467,dfl12_002,Jan van Gels,creditor,Cassa,15841220,88,0,0,88.0.0,,
NA,146,dfl12_467,dfl12_002,Jan van Gels,creditor,Cassa,15940913,88,0,0,88.0.0,,
NA,147,dfl12_002,dfl12_468,Ambrosius Goyvaerts_4,debtor,Cassa,15840704,312,10,0,312.10.0,,
NA,148,dfl12_469,dfl12_472,Andrea Barretta_2,debtor,Peeter van der Goes,15840915,306,18,8,306.18.8,Wissel,
NA,149,dfl12_454,dfl12_470,Marten della Faille_2,debtor,Camerycx doek,15840730,8,10,0,8.10.0,,
NA,149,dfl12_470,dfl12_301,Marten della Faille_2,creditor,Dierick de Jagere,15841221,162,12,10.5,162.12.10 1/2,,
NA,149,dfl12_181,dfl12_470,Marten della Faille_2,debtor,Voyagie van Venice nieuwe rekening,15841229,161,5,0,161.5.0,,
NA,150,dfl12_471,dfl12_002,Peeter Dably,creditor,Cassa,15840722,160,8,4,160.8.4,Wissel,No month noted in the date
NA,151,dfl12_472,dfl12_002,Peeter van der Goes,creditor,Cassa,15840916,306,18,8,306.18.8,Wissel,
NA,152,dfl12_473,dfl12_002,Simon Fabi,creditor,Cassa,15841021,395,17,11,395.17.11,Wissel,
NA,153,dfl12_474,dfl12_480,Engelse wolle,creditor,Laecken vercoopers van Haarlem,15940905,1123,2,0,1123.2.0,,
NA,153,dfl12_002,dfl12_474,Engelse wolle,debtor,Cassa,15940913,17,11,0,17.11.0,,Expenses for freight from London to Hamburg.
NA,156,dfl12_477,dfl12_474,Voyagie van London nieuwe rekening,creditor,Engelse wolle,15940907,823,9,3,823.9.3,Accounting,To close the account
NA,156,dfl12_477,dfl12_073,Voyagie van London nieuwe rekening,creditor,Jan de Wale_1,15940910,880,15,1,880.15.1,,
NA,156,dfl12_477,dfl12_288,Voyagie van London nieuwe rekening,creditor,Oncosten van English wool,15940928,120,11,1,120.11.1,,
NA,157,dfl12_478,dfl12_350,Jacques_Jan_Carlo_Hester,creditor,Capitael van Cornelia della Faille,15940910,118,12,6,118.12.6,,Bad debts
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,2314,1,0,2314.1.0,,Dubious debts
NA,157,dfl12_478,dfl12_350,Jacques_Jan_Carlo_Hester,creditor,Capitael van Cornelia della Faille,15940910,340,6,0,340.6.0,,Dubious debts
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,529,7,7,529.7.7,,For correction of exchange rate
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,65,4,5,65.4.5,,Wit garen
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,7033,6,2,7033.6.2,,"This is Jacques, Jan, Carlo, and Hester's part in 'allen t'capitael d'welck wylen Jan dela Faille in Engeland hadde' which had been agreed to be £14167.4.5 sterling on 20 October 1586."
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,73,4,5,73.4.5,,Debt of Thomas Gadbly
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,806,13,3,806.13.3,,Bad debts
NA,157,dfl12_477,dfl12_478,Jacques_Jan_Carlo_Hester,debtor,Voyagie van London nieuwe rekening,15940910,927,19,4,927.19.4,,To even branch of London
NA,157,dfl12_478,dfl12_340,Jacques_Jan_Carlo_Hester,creditor,Jan della Faille_paternal,15940912,11,12,6,11.12.6,,Wit garen
NA,157,dfl12_478,dfl12_343,Jacques_Jan_Carlo_Hester,creditor,Carlo della Faille_paternal,15940912,11,12,6,11.12.6,,Wit garen
NA,157,dfl12_478,dfl12_340,Jacques_Jan_Carlo_Hester,creditor,Jan della Faille_paternal,15940912,115,2,3,115.2.3,,Bad debts
NA,157,dfl12_478,dfl12_343,Jacques_Jan_Carlo_Hester,creditor,Carlo della Faille_paternal,15940912,115,2,3,115.2.3,,Bad debts
NA,157,dfl12_478,dfl12_340,Jacques_Jan_Carlo_Hester,creditor,Jan della Faille_paternal,15940912,13,0,5,13.0.5,,Debt of Thomas Gadbly
NA,157,dfl12_478,dfl12_343,Jacques_Jan_Carlo_Hester,creditor,Carlo della Faille_paternal,15940912,13,0,5,13.0.5,,Debt of Thomas Gadbly
NA,157,dfl12_478,dfl12_344,Jacques_Jan_Carlo_Hester,creditor,Jacques della Faille_paternal,15940912,16,1,11,16.1.11,,Wit garen
NA,157,dfl12_478,dfl12_344,Jacques_Jan_Carlo_Hester,creditor,Jacques della Faille_paternal,15940912,165,10,0,165.10.0,,Bad debts
NA,157,dfl12_478,dfl12_344,Jacques_Jan_Carlo_Hester,creditor,Jacques della Faille_paternal,15940912,18,4,11,18.4.11,,Debt of Thomas Gadbly
